sector,buyer_tier,macro_scenario,amount_try,term_days,sme_age_months,sme_prior_invoices,sme_ontime_ratio,buyer_repeat_count,buyer_avg_days_late,true_default_prob,defaulted,days_late
food_beverage,small_business,currency_shock,113343.67,46,86,41,0.634,3,8.9,0.1558,0,0
services,small_business,high_inflation,12453.8,41,213,47,0.773,2,10.2,0.1155,0,0
automotive,small_business,stable,69859.74,41,6,2,0.909,4,2.1,0.0745,0,0
food_beverage,small_business,high_inflation,262185.38,59,113,52,0.877,0,11.5,0.1253,0,0
construction,small_business,stable,139736.08,87,6,5,0.726,2,3.1,0.2432,0,0
retail,small_business,high_inflation,14515.85,39,79,44,0.486,1,3.2,0.1265,0,0
automotive,mid_market,currency_shock,59195.34,87,48,33,0.864,5,2.0,0.0854,0,7
retail,mid_market,stable,12820.92,43,194,54,0.652,5,8.9,0.0508,0,0
textile,enterprise,high_inflation,243886.34,90,12,2,0.787,3,0.9,0.0384,0,4
construction,enterprise,high_inflation,5000.0,122,40,21,0.757,1,0.8,0.0773,0,0
automotive,mid_market,currency_shock,23879.59,64,216,57,0.931,3,1.7,0.0741,0,0
services,small_business,stable,54653.43,15,17,5,0.926,3,1.3,0.0516,0,0
automotive,small_business,stable,40700.26,91,33,16,0.856,0,0.3,0.0919,0,0
logistics,small_business,stable,21022.63,30,97,47,0.772,0,1.9,0.1106,0,0
automotive,small_business,currency_shock,85200.16,76,74,35,0.859,1,8.2,0.1945,0,0
automotive,mid_market,stable,128471.92,76,6,5,0.834,1,3.0,0.0472,0,0
construction,micro,stable,13550.58,164,21,11,0.822,2,6.9,0.5233,0,0
agriculture,small_business,stable,62676.27,85,102,50,0.835,2,0.0,0.1641,0,7
automotive,small_business,high_inflation,5000.0,75,94,43,0.722,0,4.3,0.1433,0,0
construction,mid_market,stable,82685.26,90,95,46,0.616,0,2.2,0.1249,0,0
construction,mid_market,stable,32682.28,125,6,4,0.872,2,8.3,0.1543,0,0
automotive,small_business,high_inflation,51843.61,54,11,7,0.753,3,0.1,0.1121,1,11
construction,mid_market,currency_shock,18719.38,129,41,30,0.895,4,0.9,0.2255,0,2
textile,small_business,stable,69818.27,80,38,23,0.744,4,0.6,0.1235,0,0
logistics,small_business,currency_shock,49380.82,41,58,32,0.763,3,8.7,0.2578,0,7
services,mid_market,high_inflation,40652.53,34,7,1,0.958,1,7.0,0.0471,0,0
automotive,small_business,stable,23002.5,102,52,25,0.941,4,1.2,0.0956,0,21
automotive,mid_market,stable,69324.11,74,11,5,0.783,3,0.2,0.0438,0,0
construction,small_business,stable,39040.85,133,8,5,0.734,5,11.1,0.3613,1,45
textile,micro,stable,90772.98,73,48,23,0.92,3,9.8,0.2165,0,0
services,mid_market,high_inflation,85188.83,53,74,34,0.734,1,7.2,0.0579,1,28
food_beverage,small_business,high_inflation,5057.15,60,43,24,0.508,7,4.8,0.1225,0,0
food_beverage,enterprise,high_inflation,56930.66,40,6,2,0.679,3,4.4,0.0219,0,0
retail,mid_market,currency_shock,31472.88,66,11,3,0.864,3,21.9,0.1259,0,0
services,micro,high_inflation,17403.92,35,6,5,0.927,3,0.1,0.1173,0,0
construction,mid_market,high_inflation,296094.34,108,6,6,0.946,1,3.3,0.1704,0,0
construction,mid_market,stable,58383.5,116,70,41,0.844,0,3.3,0.1313,0,0
textile,small_business,stable,46043.02,77,37,17,0.946,2,3.1,0.121,0,0
construction,small_business,high_inflation,5000.0,115,16,5,0.688,4,2.4,0.3799,1,49
agriculture,small_business,high_inflation,29652.63,55,147,55,0.935,2,0.4,0.1931,1,14
automotive,small_business,stable,155670.3,75,121,47,0.901,2,12.5,0.1175,1,60
food_beverage,mid_market,stable,11691.89,47,88,46,0.86,4,6.3,0.037,0,0
automotive,small_business,stable,14731.03,91,86,52,0.984,3,3.8,0.0969,0,0
agriculture,mid_market,currency_shock,7390.73,99,6,2,0.773,2,1.5,0.1689,0,0
construction,mid_market,currency_shock,15485.18,114,33,18,0.971,2,4.1,0.2271,0,0
textile,micro,currency_shock,68417.03,74,41,15,0.866,0,0.6,0.3085,1,17
construction,mid_market,high_inflation,313504.16,101,17,7,0.62,1,6.1,0.205,0,0
food_beverage,small_business,high_inflation,10191.11,74,6,3,0.866,7,0.9,0.1009,0,0
automotive,mid_market,currency_shock,119369.69,77,55,27,0.93,6,7.0,0.0918,0,3
food_beverage,small_business,stable,23688.68,62,6,5,0.952,2,13.5,0.0922,0,11
logistics,mid_market,stable,246437.6,32,40,19,0.837,0,2.7,0.0558,0,2
agriculture,enterprise,currency_shock,77665.02,69,6,3,0.978,4,0.6,0.0562,0,0
food_beverage,small_business,high_inflation,25040.13,66,84,53,0.937,5,7.3,0.1135,0,0
textile,micro,currency_shock,43391.33,88,46,22,0.726,2,1.8,0.3618,0,0
textile,micro,currency_shock,28614.89,94,28,13,0.701,0,4.1,0.4023,0,0
construction,micro,stable,15382.45,103,11,6,0.594,2,6.3,0.4507,0,0
electronics,small_business,stable,38091.88,103,92,55,0.895,0,5.8,0.1311,0,0
electronics,micro,currency_shock,33433.79,69,24,6,0.873,0,1.5,0.2705,0,0
food_beverage,mid_market,high_inflation,19301.15,47,20,4,0.773,1,31.7,0.0915,1,42
logistics,micro,high_inflation,136866.22,48,25,11,0.733,2,20.8,0.4159,0,0
food_beverage,small_business,currency_shock,54368.1,58,7,4,0.658,2,11.1,0.1737,0,0
food_beverage,enterprise,stable,96241.8,53,52,21,0.89,1,1.7,0.0141,0,0
food_beverage,mid_market,stable,60208.03,37,15,10,0.756,3,1.5,0.0318,0,10
retail,enterprise,high_inflation,19372.63,30,17,12,0.662,4,6.9,0.0268,0,0
services,micro,currency_shock,93015.55,15,10,6,0.898,1,13.6,0.1958,0,0
construction,mid_market,currency_shock,5000.0,131,315,54,0.741,3,5.8,0.2805,0,0
food_beverage,small_business,high_inflation,71116.32,48,26,13,0.658,0,9.4,0.1229,0,0
construction,mid_market,stable,36346.42,125,127,48,0.916,2,0.2,0.1195,0,0
automotive,small_business,currency_shock,186094.62,65,40,15,0.851,3,2.6,0.1584,0,0
textile,mid_market,stable,47524.19,90,17,6,0.893,3,4.8,0.0689,0,0
food_beverage,mid_market,stable,118916.4,60,9,5,0.826,5,5.6,0.0395,0,0
food_beverage,mid_market,currency_shock,83182.81,21,8,2,0.991,4,3.9,0.0506,0,0
agriculture,small_business,stable,60244.55,73,14,8,0.889,2,3.3,0.1683,0,0
agriculture,enterprise,high_inflation,9124.9,79,28,14,0.4,2,3.7,0.0636,0,17
textile,small_business,currency_shock,11635.62,44,47,15,0.903,2,0.2,0.1718,0,0
textile,mid_market,high_inflation,33095.93,76,13,5,0.815,3,0.9,0.0832,1,77
retail,small_business,stable,6857.28,59,14,3,0.675,4,16.3,0.1304,0,0
construction,small_business,high_inflation,72200.33,143,103,58,0.851,4,14.6,0.5419,0,3
electronics,small_business,stable,50967.55,66,27,22,0.765,5,6.5,0.1195,0,0
logistics,mid_market,stable,38965.85,20,53,17,0.88,3,0.0,0.0468,0,0
food_beverage,mid_market,high_inflation,28890.71,60,24,8,0.973,4,4.7,0.0504,0,0
textile,mid_market,stable,134936.69,91,138,46,0.681,0,4.3,0.0744,0,4
food_beverage,small_business,high_inflation,266384.48,27,32,18,0.873,1,18.4,0.123,0,0
food_beverage,mid_market,high_inflation,68052.69,104,22,9,0.871,3,0.8,0.0571,0,0
food_beverage,small_business,stable,27626.64,68,21,5,0.85,5,6.7,0.0837,0,0
construction,mid_market,stable,185988.3,137,13,6,0.854,1,4.8,0.1476,0,27
food_beverage,micro,high_inflation,16605.7,22,24,14,0.864,2,0.9,0.1147,0,2
services,small_business,stable,35726.97,52,19,10,0.906,3,2.2,0.0663,0,7
electronics,small_business,stable,40172.91,68,6,2,0.771,5,0.5,0.1008,0,0
food_beverage,enterprise,high_inflation,146499.74,58,34,18,0.753,0,13.8,0.0297,0,4
construction,small_business,stable,215315.5,121,107,54,0.847,3,4.9,0.28,0,0
retail,mid_market,stable,5000.0,51,165,59,0.897,5,0.3,0.0373,0,4
construction,small_business,stable,8503.55,103,6,4,0.934,2,2.2,0.2321,1,14
agriculture,small_business,high_inflation,157712.34,121,141,37,0.92,4,5.5,0.3033,0,0
construction,mid_market,stable,40534.97,101,6,2,0.817,4,9.8,0.1493,0,0
agriculture,enterprise,stable,35168.99,67,99,48,0.809,6,4.1,0.0371,0,0
agriculture,small_business,currency_shock,399975.88,108,9,5,0.762,1,1.5,0.3522,0,0
retail,mid_market,high_inflation,28805.17,15,42,25,0.839,3,6.8,0.0529,0,0
food_beverage,small_business,high_inflation,21509.16,26,6,0,0.795,0,0.3,0.0791,0,3
construction,mid_market,stable,54988.25,135,61,30,0.67,4,1.2,0.142,0,19
construction,micro,stable,28335.06,117,83,50,0.609,3,6.1,0.4714,0,0
services,small_business,stable,119299.01,27,52,28,0.864,3,3.0,0.0601,0,0
electronics,mid_market,currency_shock,54968.63,63,84,63,0.701,1,4.4,0.1027,0,0
food_beverage,mid_market,currency_shock,267485.61,43,118,55,0.936,3,4.2,0.0595,0,0
automotive,mid_market,stable,66466.68,57,6,2,0.869,2,0.2,0.0388,0,0
textile,small_business,high_inflation,26936.1,22,61,35,0.913,4,2.7,0.1266,0,0
textile,small_business,high_inflation,192025.32,109,150,57,0.889,5,4.8,0.2096,1,76
textile,enterprise,currency_shock,60295.78,148,102,46,0.864,7,2.5,0.063,0,0
agriculture,mid_market,stable,13053.39,97,91,36,0.927,2,0.4,0.0839,0,0
food_beverage,micro,currency_shock,60361.69,89,30,10,0.811,4,1.0,0.2137,0,0
textile,enterprise,high_inflation,31231.19,67,75,34,0.906,3,0.8,0.0327,0,0
retail,mid_market,stable,96441.62,20,27,13,0.957,4,4.0,0.0342,0,0
construction,small_business,high_inflation,40436.36,96,15,5,0.849,4,8.7,0.3928,1,34
construction,mid_market,currency_shock,5000.0,131,18,9,0.716,4,1.7,0.2513,0,0
retail,enterprise,stable,43303.04,59,22,7,0.806,3,3.9,0.0194,0,0
electronics,small_business,stable,51699.79,98,39,22,0.876,2,6.3,0.1311,0,0
electronics,small_business,high_inflation,51995.45,79,113,46,0.737,2,0.7,0.1516,0,0
retail,enterprise,high_inflation,67416.43,41,70,43,0.835,1,3.3,0.0239,0,0
textile,small_business,high_inflation,27279.69,68,6,2,0.883,1,13.6,0.2199,0,0
agriculture,small_business,stable,43493.8,69,7,3,0.593,3,9.4,0.2203,0,1
automotive,small_business,stable,34982.45,90,6,4,0.91,2,2.3,0.0953,0,0
construction,small_business,stable,82213.1,115,107,45,0.75,4,0.4,0.248,0,0
food_beverage,mid_market,high_inflation,66295.16,90,7,4,0.765,2,3.3,0.061,0,6
food_beverage,mid_market,currency_shock,319235.64,53,74,40,0.715,3,2.7,0.0658,0,0
construction,small_business,currency_shock,23088.2,147,34,11,0.754,3,13.4,0.7165,0,0
agriculture,micro,stable,119040.09,100,32,10,0.699,5,17.7,0.4405,1,39
textile,mid_market,stable,5000.0,77,106,52,0.806,3,10.4,0.0785,0,0
construction,mid_market,high_inflation,7685.47,123,19,9,0.761,5,3.1,0.1941,0,0
services,mid_market,high_inflation,80668.09,22,22,14,0.777,2,0.1,0.0386,0,0
construction,mid_market,currency_shock,59306.15,118,6,1,0.641,4,4.1,0.2647,0,0
logistics,mid_market,high_inflation,312970.55,44,6,3,0.956,4,5.2,0.0854,0,0
logistics,mid_market,high_inflation,33257.25,40,59,30,0.665,2,13.2,0.1158,0,0
retail,micro,stable,133890.49,32,86,32,0.832,6,10.0,0.1368,0,0
services,mid_market,stable,410306.7,32,316,44,0.884,2,9.7,0.0369,0,0
retail,small_business,currency_shock,45702.38,15,27,17,0.687,2,4.3,0.1348,0,0
services,mid_market,high_inflation,107063.05,15,182,54,0.923,2,0.8,0.0355,0,26
construction,mid_market,stable,25259.91,126,360,48,0.892,3,2.5,0.1302,0,0
food_beverage,mid_market,stable,151150.98,83,46,27,0.926,5,4.6,0.0409,0,0
automotive,mid_market,high_inflation,5000.0,111,20,15,0.776,3,1.9,0.0762,1,122
automotive,small_business,stable,178852.04,110,6,2,0.967,5,5.5,0.111,0,3
construction,small_business,high_inflation,40346.09,107,27,12,0.873,1,5.5,0.3734,0,0
retail,mid_market,stable,53953.79,19,36,13,0.922,4,2.8,0.0333,0,0
retail,small_business,stable,25976.37,15,33,25,0.962,2,10.1,0.0779,0,0
logistics,small_business,high_inflation,184722.68,39,27,16,0.894,3,1.5,0.1527,0,0
textile,small_business,high_inflation,60937.91,69,55,22,0.654,6,5.9,0.1997,0,12
services,small_business,currency_shock,98505.18,31,47,25,0.874,7,7.7,0.1258,0,0
food_beverage,small_business,currency_shock,82253.24,77,18,9,0.628,4,3.7,0.1579,0,0
electronics,small_business,stable,59324.01,18,44,37,0.696,4,0.3,0.0782,1,12
construction,small_business,currency_shock,173628.85,104,231,58,0.841,2,3.2,0.4499,1,13
retail,mid_market,stable,65153.04,44,105,38,0.782,2,2.5,0.0405,0,0
textile,micro,currency_shock,142799.48,88,25,16,0.786,2,5.7,0.3958,1,15
textile,small_business,stable,57400.92,139,24,10,0.921,5,2.7,0.1553,0,0
retail,small_business,stable,57214.16,67,46,26,0.89,4,0.0,0.0804,0,0
food_beverage,mid_market,currency_shock,60021.61,56,32,20,0.887,1,4.7,0.066,1,70
construction,mid_market,stable,75369.09,104,6,5,0.805,2,2.9,0.1258,0,0
construction,small_business,high_inflation,30744.45,96,33,17,0.909,5,1.0,0.3068,0,0
automotive,small_business,currency_shock,66854.04,83,40,21,0.846,1,0.9,0.1633,0,8
automotive,small_business,stable,19780.59,79,58,37,0.718,4,5.7,0.1087,0,0
electronics,micro,high_inflation,5278.56,66,42,17,0.812,4,2.9,0.222,1,71
food_beverage,small_business,stable,24944.46,76,52,23,0.898,2,3.7,0.0781,0,0
logistics,mid_market,stable,72861.94,29,107,48,0.652,1,1.2,0.0564,0,0
services,mid_market,high_inflation,91418.31,15,6,3,0.797,3,8.7,0.0471,0,0
construction,mid_market,stable,13033.95,125,49,21,0.838,3,2.0,0.1307,0,0
construction,small_business,stable,131552.8,131,32,21,0.654,3,2.1,0.2897,1,14
textile,mid_market,high_inflation,47764.81,125,6,4,0.857,3,9.5,0.1281,0,14
construction,enterprise,stable,5000.0,125,69,35,0.699,5,11.6,0.0771,0,0
textile,mid_market,high_inflation,27373.75,115,79,27,0.809,3,1.3,0.0997,0,0
construction,small_business,stable,54610.72,139,35,20,0.842,3,6.0,0.3096,0,0
food_beverage,enterprise,stable,51631.54,92,15,14,0.936,4,6.9,0.0194,0,8
automotive,small_business,stable,22199.38,69,15,8,0.774,0,5.6,0.101,0,0
construction,mid_market,currency_shock,109327.67,114,22,13,0.975,3,2.5,0.2157,0,0
electronics,mid_market,stable,5000.0,58,53,30,0.781,5,6.2,0.0566,0,0
food_beverage,small_business,high_inflation,66371.18,69,90,43,0.943,6,2.8,0.1012,0,0
services,enterprise,high_inflation,5000.0,28,6,3,0.922,1,10.5,0.0217,0,0
logistics,small_business,stable,17452.18,32,6,2,0.783,8,6.5,0.1273,0,10
food_beverage,mid_market,currency_shock,15850.44,41,12,4,0.95,2,6.5,0.0624,0,13
automotive,mid_market,stable,203120.21,116,61,30,0.848,2,6.6,0.0617,0,0
retail,small_business,currency_shock,61417.86,84,69,33,0.866,5,2.3,0.1702,0,3
services,mid_market,currency_shock,107223.68,27,43,36,0.963,4,2.9,0.0515,0,0
logistics,enterprise,stable,224485.63,83,41,20,0.959,2,6.1,0.0325,0,0
electronics,enterprise,high_inflation,10431.87,71,6,4,0.722,3,3.7,0.0345,0,0
agriculture,small_business,stable,6875.05,72,29,18,0.52,3,4.9,0.2036,0,0
textile,small_business,stable,123108.71,87,8,7,0.896,4,19.4,0.1931,0,9
textile,small_business,currency_shock,47158.22,74,6,4,0.935,2,5.4,0.2308,0,0
textile,small_business,stable,200939.78,88,65,27,0.778,1,2.0,0.132,0,0
agriculture,mid_market,stable,98004.83,99,71,28,0.963,3,0.2,0.0829,0,7
logistics,small_business,high_inflation,5000.0,70,69,23,0.919,5,2.3,0.1818,1,39
textile,small_business,stable,8787.2,107,102,50,0.874,2,2.4,0.1391,0,0
food_beverage,mid_market,high_inflation,17236.26,54,6,3,0.974,3,14.1,0.0622,0,0
electronics,small_business,stable,457024.55,49,100,48,0.777,1,4.8,0.1041,0,0
logistics,small_business,stable,131575.77,45,6,0,0.911,3,7.0,0.1314,0,0
textile,enterprise,stable,101883.44,75,10,5,0.709,4,1.4,0.0269,0,0
textile,micro,high_inflation,16060.41,85,6,2,0.756,0,5.7,0.3083,1,21
food_beverage,mid_market,high_inflation,168783.32,70,28,15,0.774,3,17.6,0.0792,0,0
automotive,small_business,high_inflation,112429.8,79,32,14,0.648,6,1.3,0.1371,0,0
food_beverage,small_business,currency_shock,60374.56,55,13,6,0.786,0,4.7,0.1371,0,6
textile,small_business,high_inflation,11754.27,99,146,43,0.806,3,6.7,0.2193,0,0
electronics,small_business,stable,300915.44,77,50,23,0.927,6,5.7,0.115,1,10
services,mid_market,high_inflation,91140.27,70,7,4,0.787,5,15.0,0.0745,0,0
automotive,enterprise,currency_shock,363025.99,68,26,14,0.804,2,0.0,0.0323,0,0
food_beverage,small_business,high_inflation,80940.1,42,120,47,0.944,1,3.2,0.089,0,0
logistics,mid_market,stable,166443.06,31,28,9,0.796,0,3.2,0.0572,0,7
automotive,small_business,high_inflation,20505.68,103,12,7,0.933,4,9.2,0.1693,0,6
agriculture,small_business,stable,232229.26,93,31,11,0.728,4,6.0,0.2128,1,109
electronics,micro,currency_shock,48148.86,91,67,32,0.931,6,3.3,0.308,0,0
textile,small_business,stable,390317.95,115,24,13,0.903,1,8.2,0.1673,0,6
services,mid_market,currency_shock,36791.04,28,19,16,0.94,4,1.6,0.0504,0,5
food_beverage,small_business,high_inflation,16211.94,55,46,19,0.91,2,2.8,0.0958,0,0
construction,mid_market,high_inflation,162497.56,123,29,9,0.68,3,9.7,0.2406,1,39
automotive,small_business,stable,78481.52,96,23,6,0.736,1,2.6,0.1061,1,22
automotive,mid_market,high_inflation,30695.41,74,25,9,0.936,2,18.2,0.0916,0,5
construction,mid_market,high_inflation,47962.24,118,14,9,0.859,4,14.9,0.2479,1,14
services,mid_market,stable,56443.73,15,12,5,0.729,0,1.5,0.0282,0,0
food_beverage,mid_market,stable,25685.7,45,6,1,0.83,1,9.3,0.0402,0,0
logistics,enterprise,stable,43224.74,77,19,8,0.925,5,12.6,0.0379,0,0
logistics,enterprise,stable,44978.16,39,236,52,0.763,3,4.3,0.0269,1,82
automotive,enterprise,currency_shock,43508.86,61,96,34,0.975,6,4.7,0.0335,0,0
textile,small_business,high_inflation,37543.21,93,56,33,0.792,0,0.9,0.1813,0,0
logistics,mid_market,high_inflation,75351.25,15,48,34,0.843,1,4.1,0.0733,0,0
food_beverage,enterprise,stable,14964.18,35,55,24,0.601,3,7.7,0.0171,0,0
food_beverage,enterprise,high_inflation,58176.94,50,51,20,0.855,5,2.4,0.0202,0,0
construction,small_business,currency_shock,9938.03,91,6,5,0.797,8,3.1,0.4325,1,94
electronics,mid_market,high_inflation,35965.77,55,43,16,0.61,7,3.8,0.0781,0,11
agriculture,mid_market,currency_shock,84517.48,95,87,46,0.781,5,23.1,0.2787,0,0
electronics,small_business,currency_shock,5000.0,81,18,6,0.913,4,1.0,0.1842,0,0
food_beverage,small_business,high_inflation,178253.97,38,6,2,0.626,3,4.7,0.1039,0,12
logistics,mid_market,high_inflation,94290.6,29,6,0,0.898,4,4.9,0.0799,0,0
construction,small_business,currency_shock,99832.83,99,6,3,0.873,5,6.2,0.4729,1,34
services,micro,stable,10241.8,35,16,6,0.965,2,0.2,0.0828,0,0
construction,enterprise,stable,90609.95,126,18,14,0.726,5,1.1,0.0574,0,1
textile,small_business,stable,70298.28,64,27,21,0.745,4,6.1,0.1351,1,62
automotive,small_business,currency_shock,33633.5,112,86,39,0.837,1,1.0,0.1863,0,0
services,mid_market,currency_shock,13902.57,17,6,2,0.747,6,0.6,0.0495,0,0
food_beverage,mid_market,currency_shock,12116.92,43,64,25,0.751,4,1.4,0.0591,0,0
food_beverage,small_business,stable,34532.15,67,69,33,0.85,1,2.4,0.0735,0,0
services,small_business,currency_shock,111083.7,15,60,31,0.603,4,6.5,0.1235,1,43
food_beverage,enterprise,stable,242944.27,106,219,44,0.903,4,3.4,0.0188,0,0
construction,small_business,currency_shock,62248.15,139,111,50,0.852,1,1.8,0.4901,1,46
textile,mid_market,high_inflation,32375.44,83,113,57,0.884,2,5.5,0.0958,0,0
logistics,small_business,stable,101620.79,61,42,21,0.662,2,5.5,0.1523,1,31
food_beverage,small_business,currency_shock,111801.87,65,22,14,0.738,5,7.0,0.157,0,0
textile,small_business,stable,84810.6,96,6,7,0.882,4,3.2,0.1354,0,0
food_beverage,small_business,stable,167591.68,65,9,7,0.809,2,5.9,0.0822,1,23
food_beverage,mid_market,currency_shock,15074.54,56,34,14,0.723,2,3.7,0.0687,0,0
retail,mid_market,currency_shock,15580.65,33,18,9,0.654,0,14.5,0.0988,0,0
logistics,small_business,currency_shock,121205.49,32,6,4,0.966,4,0.5,0.177,0,0
services,small_business,high_inflation,362704.9,42,53,34,0.744,3,3.8,0.0988,0,0
agriculture,enterprise,high_inflation,11067.69,85,17,10,0.816,4,0.4,0.0502,0,0
construction,mid_market,high_inflation,51242.87,121,152,47,0.945,5,5.5,0.1912,0,0
services,micro,high_inflation,10867.7,20,90,48,0.909,1,5.3,0.1268,0,0
construction,mid_market,high_inflation,79359.75,118,51,25,0.649,3,0.1,0.1814,0,0
construction,small_business,high_inflation,37602.01,115,55,16,0.787,1,12.3,0.4756,0,0
logistics,mid_market,stable,44901.99,31,30,14,0.88,6,0.9,0.0516,0,0
construction,enterprise,currency_shock,106756.2,97,7,5,0.43,1,9.2,0.1296,0,0
construction,mid_market,high_inflation,80204.9,138,111,43,0.873,3,1.0,0.1834,0,0
textile,mid_market,stable,703486.95,119,7,3,0.739,2,1.8,0.0758,0,0
food_beverage,small_business,stable,14409.76,43,94,47,0.878,2,0.8,0.0611,0,0
textile,mid_market,stable,109577.2,89,19,9,0.913,2,6.1,0.0707,0,0
logistics,enterprise,currency_shock,461824.99,58,152,65,0.864,3,3.4,0.0501,0,0
retail,small_business,stable,16051.99,41,40,18,0.845,3,2.2,0.0769,0,0
textile,mid_market,currency_shock,21983.21,104,6,2,0.874,0,3.9,0.1293,1,21
automotive,enterprise,high_inflation,72455.94,52,14,9,0.819,3,1.9,0.0245,0,0
logistics,micro,stable,58326.79,65,77,39,0.889,7,0.6,0.1826,0,4
agriculture,small_business,stable,12381.46,91,19,8,0.98,3,2.9,0.1731,1,16
electronics,micro,currency_shock,22085.43,116,169,51,0.662,5,2.8,0.3754,0,0
textile,mid_market,high_inflation,166011.96,111,23,12,0.922,3,10.7,0.1218,0,3
food_beverage,small_business,high_inflation,26767.82,76,22,12,0.609,5,0.4,0.1113,0,0
textile,small_business,stable,67360.18,63,33,18,0.905,6,1.2,0.1086,0,2
services,enterprise,stable,30899.73,51,17,9,0.958,7,4.5,0.0148,0,0
electronics,small_business,stable,59818.29,57,6,5,0.877,5,3.0,0.0986,1,14
retail,mid_market,high_inflation,21410.04,25,8,3,0.729,2,1.4,0.0502,0,1
agriculture,micro,currency_shock,87426.88,117,23,12,0.687,4,0.2,0.5406,1,21
automotive,mid_market,stable,61703.9,64,6,4,0.652,2,6.0,0.0524,0,0
construction,small_business,high_inflation,67232.94,114,17,8,0.832,5,5.4,0.3891,1,83
retail,small_business,stable,153160.02,26,25,14,0.707,3,3.1,0.0767,0,40
electronics,small_business,currency_shock,22326.74,111,31,18,0.643,4,3.0,0.2491,0,0
textile,micro,currency_shock,5000.0,58,24,9,0.866,2,6.6,0.3414,0,0
construction,mid_market,high_inflation,11890.97,102,56,32,0.774,2,0.4,0.1634,1,14
electronics,mid_market,stable,65742.35,72,101,50,0.781,5,1.2,0.0522,0,0
automotive,small_business,high_inflation,95514.74,66,86,41,0.792,5,1.2,0.1214,0,0
construction,mid_market,stable,60371.16,160,6,3,0.91,2,0.8,0.1381,0,0
food_beverage,small_business,currency_shock,20173.55,86,27,15,0.997,2,3.4,0.1397,0,7
retail,mid_market,high_inflation,16456.28,16,28,17,0.68,3,6.0,0.0554,0,0
food_beverage,small_business,stable,36700.06,100,18,11,0.858,3,0.2,0.0793,0,0
construction,mid_market,stable,213593.06,89,42,26,0.876,3,9.9,0.1388,0,0
services,mid_market,stable,19119.08,58,11,3,0.929,3,10.1,0.042,0,4
food_beverage,small_business,stable,111403.37,54,6,2,0.855,1,3.1,0.0702,0,0
construction,small_business,stable,223096.92,98,57,31,0.732,4,7.4,0.2874,0,0
textile,mid_market,stable,159316.72,88,66,32,0.957,2,2.5,0.0621,0,4
food_beverage,micro,currency_shock,10123.24,61,39,21,0.913,3,1.3,0.1816,0,0
automotive,mid_market,currency_shock,50519.76,108,20,11,0.777,3,11.6,0.1259,0,4
food_beverage,small_business,high_inflation,52877.58,75,64,40,0.772,2,6.1,0.1233,0,0
construction,mid_market,stable,10656.17,137,18,13,0.63,3,0.5,0.1417,0,28
services,mid_market,high_inflation,36497.97,17,49,25,0.767,3,6.5,0.0456,0,0
textile,enterprise,currency_shock,126752.9,148,136,67,0.939,3,5.2,0.066,0,0
textile,enterprise,stable,20795.29,106,68,44,0.633,2,0.0,0.0304,0,0
automotive,mid_market,stable,108012.76,68,31,10,0.805,0,0.2,0.0421,0,13
textile,small_business,currency_shock,18296.81,68,140,44,0.837,2,1.2,0.2059,1,15
retail,small_business,currency_shock,108757.0,70,149,48,0.901,7,2.0,0.1556,0,16
electronics,small_business,stable,160103.94,60,34,13,0.942,5,6.4,0.1075,1,43
textile,mid_market,high_inflation,107309.83,67,12,3,0.861,1,1.7,0.0803,0,1
logistics,mid_market,currency_shock,68066.43,42,41,17,0.802,1,3.9,0.1119,0,0
textile,micro,high_inflation,16771.94,70,6,4,0.756,4,0.3,0.2441,0,0
automotive,small_business,high_inflation,261537.2,67,8,4,0.859,2,9.4,0.1498,0,0
agriculture,micro,high_inflation,19344.4,71,100,41,0.923,2,6.0,0.3727,1,13
services,enterprise,currency_shock,42198.81,65,6,4,0.635,6,1.7,0.03,0,0
textile,small_business,currency_shock,10939.91,103,10,5,0.806,7,3.7,0.2637,0,7
electronics,mid_market,high_inflation,94226.55,77,16,13,0.856,3,0.9,0.0718,0,0
automotive,small_business,stable,67846.58,83,66,52,0.682,1,5.2,0.1108,1,11
construction,small_business,high_inflation,12986.66,103,102,48,0.909,3,4.1,0.3471,0,10
food_beverage,mid_market,high_inflation,33085.21,67,24,6,0.839,6,1.7,0.0507,0,0
agriculture,micro,stable,220351.62,80,8,3,0.669,4,12.1,0.3613,0,0
automotive,small_business,high_inflation,16465.27,70,27,20,0.768,4,4.5,0.138,0,0
services,small_business,high_inflation,124846.23,58,155,44,0.706,2,2.3,0.1043,0,2
construction,enterprise,stable,49280.68,108,8,2,0.922,4,19.5,0.0783,0,0
food_beverage,enterprise,stable,26956.77,88,6,2,0.844,4,3.6,0.0181,0,0
textile,mid_market,high_inflation,44564.85,113,60,28,0.817,1,5.8,0.1128,0,0
retail,mid_market,stable,35313.26,19,34,14,0.979,3,9.0,0.0386,0,0
textile,micro,stable,41800.1,91,9,6,0.886,3,13.6,0.2613,1,20
food_beverage,enterprise,high_inflation,41578.79,57,6,3,0.891,4,5.2,0.0224,0,1
agriculture,small_business,stable,50556.62,100,31,11,0.729,4,6.9,0.2246,0,0
electronics,micro,stable,17328.57,99,73,40,0.815,3,10.2,0.2247,0,0
construction,small_business,stable,116898.69,109,248,51,0.877,4,1.0,0.2345,1,44
electronics,small_business,high_inflation,97527.51,91,67,36,0.835,2,8.1,0.1903,0,0
